Organization Name,Organization Name URL,Industries,Headquarters Location,Estimated Revenue Range,Operating Status,Company Type,Website,Full Description,Headquarters Regions,Founded Date,Founded Date Precision,Contact Email,Phone Number,LinkedIn,Facebook,Twitter,SimilarWeb - Monthly Visits,IPO Status,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount Currency (in USD),Number of Employees,Industry Groups,Stock Symbol,Stock Symbol URL
Swipe for Humanity,https://www.crunchbase.com/organization/swipe-for-humanity,"Finance, Financial Services","Walnut Creek, California, United States",$1M to $10M,Active,,http://swipeforhumanity.com,Swipe for Humanity is reimagining the credit card industry to do good.  They direct 50% of credit card swipe fees to help sustain good works to catalyze a healthier and more educated business and consumer culture.,"San Francisco Bay Area, West Coast, Western US",2012-01-01,year,info@swipeforhumanity.com,,,http://www.facebook.com/swipeforhumanity,http://twitter.com/Swipe4Humanity,,Private,,,,1-10,Financial Services,,
Dantz Development Corporation,https://www.crunchbase.com/organization/dantz-development-corporation,"Cyber Security, Software","Walnut Creek, California, United States",,Active,,,,"San Francisco Bay Area, West Coast, Western US",,,,,,,,,Private,,,,,"Information Technology, Privacy and Security, Software",,
Buttonwood Financial,https://www.crunchbase.com/organization/buttonwood-llc,"Banking, Financial Services","Walnut Creek, California, United States",Less than $1M,Active,,http://buttonwoodfinancial.com/,,"San Francisco Bay Area, West Coast, Western US",2012-01-01,year,info@buttonwoodfinancial.com,925-930-3971,,,,,Private,,,,1-10,"Financial Services, Lending and Investments",,
"Steele, George, Schofield & Ramos, LLP",https://www.crunchbase.com/organization/steele-george-schofield-ramos-llp,"Consulting, Legal, Real Estate","Walnut Creek, California, United States",Less than $1M,Active,,http://www.sgsrlaw.com,"Walnut creek estate lawyers at SGSR law firm provides expert advice in estate planning to suit various needs like living trusts, power of attorney & wills.","San Francisco Bay Area, West Coast, Western US",2011-01-02,day,info@sgsrlaw.com,(925) 280-1700,http://www.linkedin.com/company/steele-george-schofield-,http://www.facebook.com/pages/Steele-George-Schofield-Ramos-LLP,http://twitter.com/SGSR_Law,,Private,,,,1-10,"Professional Services, Real Estate",,
East County Insurance Agency,https://www.crunchbase.com/organization/east-county-insurance-agency,"Banking, Finance, Insurance","Antioch, California, United States",,Active,,http://eastcountyins.com/,,"San Francisco Bay Area, West Coast, Western US",1985-01-01,day,,(925) 757-4208,,,,328,Private,,,,251-500,"Financial Services, Lending and Investments",,
Genome Designs,https://www.crunchbase.com/organization/genome-designs,"Biotechnology, Genetics","Walnut Creek, California, United States",,Active,,http://genomedesigns.com/,"Genome Designs provides services and create tools for genome annotation, functional reconstruction, and metabolic engineering. Services include custom genome annotation, metabolic reconstruction based on manually annotated genomes, dynamic modeling of reconstructed biochemical networks, and metabolic engineering of more efficient biotechnology processes.","San Francisco Bay Area, West Coast, Western US",2012-01-01,year,,(1)847.644.155,https://www.linkedin.com/company/genome-designs/,https://www.facebook.com/GenomeDesigns/,,100,Private,,,,1-10,"Biotechnology, Health Care, Science and Engineering",,
Q & A Research,https://www.crunchbase.com/organization/q-a-research,"Professional Networking, Professional Services","Walnut Creek, California, United States",,Active,,https://www.qar.com,,"San Francisco Bay Area, West Coast, Western US",1991-01-01,day,,(415) 883-1188,https://www.linkedin.com/company/q&a-research/about/,http://www.facebook.com/pages/Q-A-Research/111501358914299,,"17,629",Private,,,,1-10,"Community and Lifestyle, Professional Services",,
ScreenTwo LLC,https://www.crunchbase.com/organization/screentwo-llc,Apps,"Walnut Creek, California, United States",,Active,,http://screentwo.net/,,"San Francisco Bay Area, West Coast, Western US",2003-06-01,month,,,,,,,Private,,,,,"Apps, Software",,
Law Offices of Jay Chafetz,https://www.crunchbase.com/organization/law-offices-of-jay-chafetz,Legal,"Walnut Creek, California, United States",Less than $1M,Active,,http://www.jaychafetzlaw.com,"When someone has harmed you, the problems associated with the injury can be overwhelming.  You need someone on your side, fighting hard to obtain fair compensation.  Let us help. When you contact our office, you will speak with a caring and compassionate staff member who will listen to your concerns and provide advice about  your claim.  When you hire our office, that level of care and attention will be maintained throughout the time that we represent you.","San Francisco Bay Area, West Coast, Western US",,,info@jaychafetzlaw.com,+1 925-933-5890,,,,,Private,,,,1-10,Professional Services,,
Professional Reporting Services,https://www.crunchbase.com/organization/professional-reporting-services,Video,"Walnut Creek, California, United States",$10M to $50M,Active,,http://www.prorepsvs.com,,"San Francisco Bay Area, West Coast, Western US",1992-02-02,day,prs@prsdepo.com,19259325200,,https://www.facebook.com/220462694677592,,,Private,,,,1-10,"Media and Entertainment, Video",,
Matrix Post,https://www.crunchbase.com/organization/matrix-post,"Advertising, Video","Concord, California, United States",$1M to $10M,Active,,http://www.matrixpost.com,"Commercial video production services in Toronto, Matrix Post  offers corporate digital videos, commercial promotional videos, training video production and demonstration products,  quality commercial video presentations, corporate video and 3D animation production for websites.Toronto video production company providing quality video broadcast services from computer 3D animation, editing, streaming media for websites as well as DVD and CD-ROM authoring scripting, storyboarding to on site corporate video production shoots.","San Francisco Bay Area, West Coast, Western US",1993-01-01,year,matrixxpost@gmail.com,19057607966,,http://www.facebook.com/Matrix-Post/156508,,50,Private,,,,1-10,"Advertising, Media and Entertainment, Sales and Marketing, Video",,
Sequoia Signs,https://www.crunchbase.com/organization/sequoia-signs,,"Walnut Creek, California, United States",Less than $1M,Active,,http://sequoiasigns.com/,,"San Francisco Bay Area, West Coast, Western US",,,info@sequoiasigns.com,+1 925-300-1066,,,,193,Private,,,,,,,
Van Kesteren Capital Management,https://www.crunchbase.com/organization/van-kesteren-capital-management,"Consulting, Financial Services","Walnut Creek, California, United States",Less than $1M,Active,,http://www.vkwealth.com,"As a CERTIFIED FINANCIAL PLANNER™, I assist individuals and companies in providing comprehensive wealth management planning. This comes in the form of creating portfolios and planning strategies to help work towards specified financial goals, unique to each client. I have worked on behalf of clients for 25 years, both in a branch managerial role  and  as an advisor. As a CFP, I assist clients in areas of:Retirement Planning, Investment Planning, Income Tax Planning Strategies, Financial Planning, Company Retirement plans, Insurance Planning and Risk Management, (Annuity and Life Insurance reviews), Employee Benefits Planning and Estate Planning.","San Francisco Bay Area, West Coast, Western US",,,greg.vankesteren@lpl.com,(925) 233-4172,https://www.linkedin.com/in/greg-van-kesteren-b0a4514a,,,,Private,,,,,Financial Services,,
Skilled Therapies,https://www.crunchbase.com/organization/skilled-therapies,"Customer Service, Health Care, Medical, Therapeutics","Walnut Creek, California, United States",,Active,,https://www.skilledtherapies.com/,,"San Francisco Bay Area, West Coast, Western US",2011-01-01,day,,925-271-9100,https://www.linkedin.com/company/skilled-therapies-inc-/,https://www.facebook.com/skilledtherapies/,https://twitter.com/doctortherapy,,Private,,,,11-50,Health Care,,
Professionals Victoria Park,https://www.crunchbase.com/organization/professionals-victoria-park,Real Estate,"Walnut Creek, California, United States",Less than $1M,Active,,http://www.professionalsvicpark.com.au/,,"San Francisco Bay Area, West Coast, Western US",2012-02-15,day,admin@professionalsvicpark.com.au,,,http://www.facebook.com/pages/Professionals-Victoria-Park/524130277702441,http://twitter.com/pvprealestate,271,Private,,,,1-10,Real Estate,,
Brandy And Vinca,https://www.crunchbase.com/organization/brandy-and-vinca,"Consulting, Information Technology","Lafayette, California, United States",,Closed,,http://brandyandvinca.com,Get free tips for confident client attraction and learn how to attract clients with the character code money code systems for high end sales success.,"San Francisco Bay Area, West Coast, Western US",,,,1-800-871-9662,,,http://twitter.com/brandyandvinca,,Private,,,,1-10,Information Technology,,
Nalco Mobotec,https://www.crunchbase.com/organization/nalco-mobotec,Machinery Manufacturing,"Walnut Creek, California, United States",,Active,,,"Nalco Mobotec LLC designs air protection technology, combustion optimization, and multi-pollutant and emissions reduction solutions. The company’s technology solutions include rotating opposed fire air (ROFA) technology, a solution for setting the volume of the furnace in rotation via an asymmetric boosted over-fire air system; ROTAMIX technology, a technique for the rotary mixing of chemicals and/or additional fuel; ROFA furnace sorbent injection technology, which helps in optimal in-furnace mixing of chemicals, such as lime, limestone, soda ash, and other sorbents; mercury control technologies that provide solutions for site-specific operations and mercury emission control needs; and fireside chemical treatment programs for combustion systems.","San Francisco Bay Area, West Coast, Western US",1999-01-01,year,,(925) 935-2500,,,,,Private,,,,,Manufacturing,,
JMEC Engineering,https://www.crunchbase.com/organization/jmec-engineering,Civil Engineering,"Walnut Creek, California, United States",Less than $1M,Active,,http://www.jmecengr.com/,"Founded in 1990 as a California Corporation, and for over 28 years, JMEC has designed many buildings, bridges, and transportation facilities to help bridging and bringing people together.  JMEC has worked on several award winning bridge projects, and included winning 2 ASCE Structural Engineering Awards in 2016 as prime design professional. They started out by taking on small building and bridge projects in 1990 after the 1989 Loma Pieta Earthquake. Today, they have completed many major and high profile projects; have successfully executed projects as prime consultant and subconsultant, but our tradition remains the same.  Their focus is on reliable, cost effective and timely delivery of projects from vision to reality.  They are a strong production oriented firm.","San Francisco Bay Area, West Coast, Western US",1990-01-01,year,,925 944-8999,,,,,Private,,,,,Science and Engineering,,
